data_folder,threshold,data_id,seed,pytorch_verified_energy,scipy_reported_energy,energy_difference,scipy_result_file,status
2_data_6000,1e-1,data_5,4,-225187.40478777885,-225187.40478777885,0.0,../1_solve/solution/2_data_6000/thr_1e-1/data_5/scipy_4,MATCH
2_data_6000,1e-1,data_5,5,-226708.5709565878,-226708.5709565878,0.0,../1_solve/solution/2_data_6000/thr_1e-1/data_5/scipy_5,MATCH
2_data_6000,1e-2,data_1,1,-270580.9645562172,-270580.9645562172,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_1/scipy_1,MATCH
2_data_6000,1e-2,data_1,2,-270447.55565071106,-270447.55565071106,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_1/scipy_2,MATCH
2_data_6000,1e-2,data_1,3,-271350.31267011166,-271350.31267011166,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_1/scipy_3,MATCH
2_data_6000,1e-2,data_1,4,-270699.781560421,-270699.781560421,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_1/scipy_4,MATCH
2_data_6000,1e-2,data_1,5,-270733.8279687166,-270733.8279687166,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_1/scipy_5,MATCH
2_data_6000,1e-2,data_2,1,-271646.38042378426,-271646.38042378426,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_2/scipy_1,MATCH
2_data_6000,1e-2,data_2,2,-271850.541054368,-271850.541054368,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_2/scipy_2,MATCH
2_data_6000,1e-2,data_2,3,-272951.8274025917,-272951.8274025917,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_2/scipy_3,MATCH
2_data_6000,1e-2,data_2,4,-271755.5943136215,-271755.5943136215,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_2/scipy_4,MATCH
2_data_6000,1e-2,data_2,5,-271841.6970192194,-271841.6970192194,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_2/scipy_5,MATCH
2_data_6000,1e-2,data_3,1,-274804.28982818127,-274804.28982818127,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_3/scipy_1,MATCH
2_data_6000,1e-2,data_3,2,-275122.39974045753,-275122.39974045753,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_3/scipy_2,MATCH
2_data_6000,1e-2,data_3,3,-274205.08463299274,-274205.08463299274,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_3/scipy_3,MATCH
2_data_6000,1e-2,data_3,4,-274619.3254891634,-274619.3254891634,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_3/scipy_4,MATCH
2_data_6000,1e-2,data_3,5,-275490.70090556145,-275490.70090556145,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_3/scipy_5,MATCH
2_data_6000,1e-2,data_4,1,-266721.5040563345,-266721.5040563345,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_4/scipy_1,MATCH
2_data_6000,1e-2,data_4,2,-263796.8892288208,-263796.8892288208,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_4/scipy_2,MATCH
2_data_6000,1e-2,data_4,3,-265123.73902487755,-265123.73902487755,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_4/scipy_3,MATCH
2_data_6000,1e-2,data_4,4,-265754.4414663315,-265754.4414663315,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_4/scipy_4,MATCH
2_data_6000,1e-2,data_4,5,-264811.1276154518,-264811.1276154518,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_4/scipy_5,MATCH
2_data_6000,1e-2,data_5,1,-261779.985653162,-261779.985653162,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_5/scipy_1,MATCH
2_data_6000,1e-2,data_5,2,-260488.3185569048,-260488.3185569048,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_5/scipy_2,MATCH
2_data_6000,1e-2,data_5,3,-259214.07064712048,-259214.07064712048,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_5/scipy_3,MATCH
2_data_6000,1e-2,data_5,4,-260758.1018562317,-260758.1018562317,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_5/scipy_4,MATCH
2_data_6000,1e-2,data_5,5,-260579.52799534798,-260579.52799534798,0.0,../1_solve/solution/2_data_6000/thr_1e-2/data_5/scipy_5,MATCH
2_data_6000,1e-3,data_1,1,-276483.2676181793,-276483.2676181793,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_1/scipy_1,MATCH
2_data_6000,1e-3,data_1,2,-275625.864908576,-275625.864908576,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_1/scipy_2,MATCH
2_data_6000,1e-3,data_1,3,-275994.708201766,-275994.708201766,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_1/scipy_3,MATCH
2_data_6000,1e-3,data_1,4,-276694.40851700306,-276694.40851700306,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_1/scipy_4,MATCH
2_data_6000,1e-3,data_1,5,-276386.2383506298,-276386.2383506298,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_1/scipy_5,MATCH
2_data_6000,1e-3,data_2,1,-277560.688603878,-277560.688603878,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_2/scipy_1,MATCH
2_data_6000,1e-3,data_2,2,-277455.8323725462,-277455.8323725462,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_2/scipy_2,MATCH
2_data_6000,1e-3,data_2,3,-277370.5945535898,-277370.5945535898,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_2/scipy_3,MATCH
2_data_6000,1e-3,data_2,4,-278282.5023392439,-278282.5023392439,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_2/scipy_4,MATCH
2_data_6000,1e-3,data_2,5,-278051.71911883354,-278051.71911883354,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_2/scipy_5,MATCH
2_data_6000,1e-3,data_3,1,-280764.98976945877,-280764.98976945877,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_3/scipy_1,MATCH
2_data_6000,1e-3,data_3,2,-280951.26395630836,-280951.26395630836,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_3/scipy_2,MATCH
2_data_6000,1e-3,data_3,3,-279889.72678649426,-279889.72678649426,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_3/scipy_3,MATCH
2_data_6000,1e-3,data_3,4,-280304.4783203602,-280304.4783203602,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_3/scipy_4,MATCH
2_data_6000,1e-3,data_3,5,-280623.35270416737,-280623.35270416737,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_3/scipy_5,MATCH
2_data_6000,1e-3,data_4,1,-271452.0853047371,-271452.0853047371,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_4/scipy_1,MATCH
2_data_6000,1e-3,data_4,2,-271459.316819787,-271459.316819787,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_4/scipy_2,MATCH
2_data_6000,1e-3,data_4,3,-271059.77667212486,-271059.77667212486,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_4/scipy_3,MATCH
2_data_6000,1e-3,data_4,4,-272635.1215428114,-272635.1215428114,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_4/scipy_4,MATCH
2_data_6000,1e-3,data_4,5,-270244.4599170685,-270244.4599170685,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_4/scipy_5,MATCH
2_data_6000,1e-3,data_5,1,-267582.9814982414,-267582.9814982414,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_5/scipy_1,MATCH
2_data_6000,1e-3,data_5,2,-267484.10777926445,-267484.10777926445,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_5/scipy_2,MATCH
2_data_6000,1e-3,data_5,3,-267904.13273346424,-267904.13273346424,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_5/scipy_3,MATCH
2_data_6000,1e-3,data_5,4,-267735.0384596586,-267735.0384596586,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_5/scipy_4,MATCH
2_data_6000,1e-3,data_5,5,-266970.42575871944,-266970.42575871944,0.0,../1_solve/solution/2_data_6000/thr_1e-3/data_5/scipy_5,MATCH
2_data_6000,1e-4,data_1,1,-278400.1435480118,-278400.1435480118,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_1/scipy_1,MATCH
2_data_6000,1e-4,data_1,2,-277971.6515837908,-277971.6515837908,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_1/scipy_2,MATCH
2_data_6000,1e-4,data_1,3,-279297.6090166569,-279297.6090166569,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_1/scipy_3,MATCH
2_data_6000,1e-4,data_1,4,-279753.993522048,-279753.993522048,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_1/scipy_4,MATCH
2_data_6000,1e-4,data_1,5,-279228.4185478687,-279228.4185478687,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_1/scipy_5,MATCH
2_data_6000,1e-4,data_2,1,-279881.448310256,-279881.448310256,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_2/scipy_1,MATCH
2_data_6000,1e-4,data_2,2,-280105.6983296871,-280105.6983296871,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_2/scipy_2,MATCH
2_data_6000,1e-4,data_2,3,-280532.29674327374,-280532.29674327374,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_2/scipy_3,MATCH
2_data_6000,1e-4,data_2,4,-280547.8027881384,-280547.8027881384,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_2/scipy_4,MATCH
2_data_6000,1e-4,data_2,5,-279831.63625633717,-279831.63625633717,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_2/scipy_5,MATCH
2_data_6000,1e-4,data_3,1,-282675.24850821495,-282675.24850821495,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_3/scipy_1,MATCH
2_data_6000,1e-4,data_3,2,-283963.24609720707,-283963.24609720707,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_3/scipy_2,MATCH
2_data_6000,1e-4,data_3,3,-282812.67322313786,-282812.67322313786,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_3/scipy_3,MATCH
2_data_6000,1e-4,data_3,4,-282970.89222705364,-282970.89222705364,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_3/scipy_4,MATCH
2_data_6000,1e-4,data_3,5,-283476.80433142185,-283476.80433142185,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_3/scipy_5,MATCH
2_data_6000,1e-4,data_4,1,-273274.8288830519,-273274.8288830519,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_4/scipy_1,MATCH
2_data_6000,1e-4,data_4,2,-273311.80542111397,-273311.80542111397,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_4/scipy_2,MATCH
2_data_6000,1e-4,data_4,3,-274089.1593030691,-274089.1593030691,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_4/scipy_3,MATCH
2_data_6000,1e-4,data_4,4,-274278.22879469395,-274278.22879469395,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_4/scipy_4,MATCH
2_data_6000,1e-4,data_4,5,-273202.6825413704,-273202.6825413704,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_4/scipy_5,MATCH
2_data_6000,1e-4,data_5,1,-270389.74734711647,-270389.74734711647,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_5/scipy_1,MATCH
2_data_6000,1e-4,data_5,2,-269943.0934833288,-269943.0934833288,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_5/scipy_2,MATCH
2_data_6000,1e-4,data_5,3,-270295.8082664013,-270295.8082664013,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_5/scipy_3,MATCH
2_data_6000,1e-4,data_5,4,-269118.05480468273,-269118.05480468273,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_5/scipy_4,MATCH
2_data_6000,1e-4,data_5,5,-269367.40160000324,-269367.40160000324,0.0,../1_solve/solution/2_data_6000/thr_1e-4/data_5/scipy_5,MATCH
2_data_6000,1e-5,data_1,1,-279360.84281265736,-279360.84281265736,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_1/scipy_1,MATCH
2_data_6000,1e-5,data_1,2,-280883.9217094183,-280883.9217094183,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_1/scipy_2,MATCH
2_data_6000,1e-5,data_1,3,-280261.16215896606,-280261.16215896606,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_1/scipy_3,MATCH
2_data_6000,1e-5,data_1,4,-280720.2684623003,-280720.2684623003,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_1/scipy_4,MATCH
2_data_6000,1e-5,data_1,5,-281198.30109238625,-281198.30109238625,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_1/scipy_5,MATCH
2_data_6000,1e-5,data_2,1,-282275.76276135445,-282275.76276135445,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_2/scipy_1,MATCH
2_data_6000,1e-5,data_2,2,-281604.4115871191,-281604.4115871191,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_2/scipy_2,MATCH
2_data_6000,1e-5,data_2,3,-281515.5680434704,-281515.5680434704,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_2/scipy_3,MATCH
2_data_6000,1e-5,data_2,4,-281736.31607437134,-281736.31607437134,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_2/scipy_4,MATCH
2_data_6000,1e-5,data_2,5,-281728.14354491234,-281728.14354491234,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_2/scipy_5,MATCH
2_data_6000,1e-5,data_3,1,-283672.88882923126,-283672.88882923126,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_3/scipy_1,MATCH
2_data_6000,1e-5,data_3,2,-284988.3761590719,-284988.3761590719,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_3/scipy_2,MATCH
2_data_6000,1e-5,data_3,3,-285045.7592610121,-285045.7592610121,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_3/scipy_3,MATCH
2_data_6000,1e-5,data_3,4,-285060.2079747915,-285060.2079747915,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_3/scipy_4,MATCH
2_data_6000,1e-5,data_3,5,-285358.653575778,-285358.653575778,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_3/scipy_5,MATCH
2_data_6000,1e-5,data_4,1,-275460.40196383,-275460.40196383,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_4/scipy_1,MATCH
2_data_6000,1e-5,data_4,2,-274834.55794131756,-274834.55794131756,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_4/scipy_2,MATCH
2_data_6000,1e-5,data_4,3,-275063.8130866289,-275063.8130866289,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_4/scipy_3,MATCH
2_data_6000,1e-5,data_4,4,-274667.30377566814,-274667.30377566814,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_4/scipy_4,MATCH
2_data_6000,1e-5,data_4,5,-275353.3680844307,-275353.3680844307,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_4/scipy_5,MATCH
2_data_6000,1e-5,data_5,1,-272339.8044486046,-272339.8044486046,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_5/scipy_1,MATCH
2_data_6000,1e-5,data_5,2,-270857.9055849314,-270857.9055849314,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_5/scipy_2,MATCH
2_data_6000,1e-5,data_5,3,-271618.52635121346,-271618.52635121346,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_5/scipy_3,MATCH
2_data_6000,1e-5,data_5,4,-272292.6738190651,-272292.6738190651,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_5/scipy_4,MATCH
2_data_6000,1e-5,data_5,5,-271369.9105260372,-271369.9105260372,0.0,../1_solve/solution/2_data_6000/thr_1e-5/data_5/scipy_5,MATCH
2_data_6000,1e-6,data_1,1,-279695.28808510303,-279695.28808510303,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_1/scipy_1,MATCH
2_data_6000,1e-6,data_1,2,-282240.2963000536,-282240.2963000536,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_1/scipy_2,MATCH
2_data_6000,1e-6,data_1,3,-281967.527998209,-281967.527998209,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_1/scipy_3,MATCH
2_data_6000,1e-6,data_1,4,-281423.63387465477,-281423.63387465477,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_1/scipy_4,MATCH
2_data_6000,1e-6,data_1,5,-281765.0952231884,-281765.0952231884,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_1/scipy_5,MATCH
2_data_6000,1e-6,data_2,1,-282275.76276135445,-282275.76276135445,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_2/scipy_1,MATCH
2_data_6000,1e-6,data_2,2,-281925.6238139868,-281925.6238139868,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_2/scipy_2,MATCH
2_data_6000,1e-6,data_2,3,-282925.25387096405,-282925.25387096405,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_2/scipy_3,MATCH
2_data_6000,1e-6,data_2,4,-282453.28861141205,-282453.28861141205,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_2/scipy_4,MATCH
2_data_6000,1e-6,data_2,5,-282867.2196034193,-282867.2196034193,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_2/scipy_5,MATCH
2_data_6000,1e-6,data_3,1,-286331.55775260925,-286331.55775260925,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_3/scipy_1,MATCH
2_data_6000,1e-6,data_3,2,-286117.50829684734,-286117.50829684734,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_3/scipy_2,MATCH
2_data_6000,1e-6,data_3,3,-285736.8621045351,-285736.8621045351,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_3/scipy_3,MATCH
2_data_6000,1e-6,data_3,4,-285317.39506161213,-285317.39506161213,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_3/scipy_4,MATCH
2_data_6000,1e-6,data_3,5,-286164.6792539358,-286164.6792539358,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_3/scipy_5,MATCH
2_data_6000,1e-6,data_4,1,-276461.2185764313,-276461.2185764313,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_4/scipy_1,MATCH
2_data_6000,1e-6,data_4,2,-275702.2705281973,-275702.2705281973,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_4/scipy_2,MATCH
2_data_6000,1e-6,data_4,3,-276418.793148756,-276418.793148756,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_4/scipy_3,MATCH
2_data_6000,1e-6,data_4,4,-275762.05442869663,-275762.05442869663,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_4/scipy_4,MATCH
2_data_6000,1e-6,data_4,5,-276598.0775889158,-276598.0775889158,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_4/scipy_5,MATCH
2_data_6000,1e-6,data_5,1,-273368.5189138651,-273368.5189138651,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_5/scipy_1,MATCH
2_data_6000,1e-6,data_5,2,-271924.90867841244,-271924.90867841244,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_5/scipy_2,MATCH
2_data_6000,1e-6,data_5,3,-272436.47497832775,-272436.47497832775,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_5/scipy_3,MATCH
2_data_6000,1e-6,data_5,4,-272648.89879751205,-272648.89879751205,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_5/scipy_4,MATCH
2_data_6000,1e-6,data_5,5,-271547.429587245,-271547.429587245,0.0,../1_solve/solution/2_data_6000/thr_1e-6/data_5/scipy_5,MATCH
3_data_25000,1e-1,data_1,1,-1872249.8606276512,-1872249.8606276512,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_1/scipy_1,MATCH
3_data_25000,1e-1,data_1,2,-1882301.0112890005,-1882301.0112890005,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_1/scipy_2,MATCH
3_data_25000,1e-1,data_1,3,-1862413.4135152102,-1862413.4135152102,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_1/scipy_3,MATCH
3_data_25000,1e-1,data_1,4,-1872373.6980637312,-1872373.6980637312,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_1/scipy_4,MATCH
3_data_25000,1e-1,data_1,5,-1868992.0080457926,-1868992.0080457926,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_1/scipy_5,MATCH
3_data_25000,1e-1,data_2,1,-1821709.8505750895,-1821709.8505750895,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_2/scipy_1,MATCH
3_data_25000,1e-1,data_2,2,-1825118.302750945,-1825118.302750945,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_2/scipy_2,MATCH
3_data_25000,1e-1,data_2,3,-1838965.1616595984,-1838965.1616595984,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_2/scipy_3,MATCH
3_data_25000,1e-1,data_2,4,-1823941.4641996622,-1823941.4641996622,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_2/scipy_4,MATCH
3_data_25000,1e-1,data_2,5,-1821907.2205616236,-1821907.2205616236,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_2/scipy_5,MATCH
3_data_25000,1e-1,data_3,1,-1870926.6255767345,-1870926.6255767345,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_3/scipy_1,MATCH
3_data_25000,1e-1,data_3,2,-1872970.315661788,-1872970.315661788,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_3/scipy_2,MATCH
3_data_25000,1e-1,data_3,3,-1868164.229052782,-1868164.229052782,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_3/scipy_3,MATCH
3_data_25000,1e-1,data_3,4,-1881503.8942598104,-1881503.8942598104,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_3/scipy_4,MATCH
3_data_25000,1e-1,data_3,5,-1877718.4596569538,-1877718.4596569538,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_3/scipy_5,MATCH
3_data_25000,1e-1,data_4,1,-1883435.653475523,-1883435.653475523,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_4/scipy_1,MATCH
3_data_25000,1e-1,data_4,2,-1881870.489027381,-1881870.489027381,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_4/scipy_2,MATCH
3_data_25000,1e-1,data_4,3,-1876059.9207212925,-1876059.9207212925,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_4/scipy_3,MATCH
3_data_25000,1e-1,data_4,4,-1868581.4561915398,-1868581.4561915398,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_4/scipy_4,MATCH
3_data_25000,1e-1,data_4,5,-1865717.6584814787,-1865717.6584814787,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_4/scipy_5,MATCH
3_data_25000,1e-1,data_5,1,-1880114.5745866299,-1880114.5745866299,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_5/scipy_1,MATCH
3_data_25000,1e-1,data_5,2,-1888444.5511052608,-1888444.5511052608,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_5/scipy_2,MATCH
3_data_25000,1e-1,data_5,3,-1880709.0060526133,-1880709.0060526133,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_5/scipy_3,MATCH
3_data_25000,1e-1,data_5,4,-1875522.8234540224,-1875522.8234540224,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_5/scipy_4,MATCH
3_data_25000,1e-1,data_5,5,-1881000.8141649961,-1881000.8141649961,0.0,../1_solve/solution/3_data_25000/thr_1e-1/data_5/scipy_5,MATCH
3_data_25000,1e-2,data_1,1,-2293995.3616136312,-2293995.3616136312,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_1/scipy_1,MATCH
3_data_25000,1e-2,data_1,2,-2293568.370086074,-2293568.370086074,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_1/scipy_2,MATCH
3_data_25000,1e-2,data_1,3,-2287035.04263258,-2287035.04263258,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_1/scipy_3,MATCH
3_data_25000,1e-2,data_1,4,-2291480.804778099,-2291480.804778099,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_1/scipy_4,MATCH
3_data_25000,1e-2,data_1,5,-2289348.19720912,-2289348.19720912,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_1/scipy_5,MATCH
3_data_25000,1e-2,data_2,1,-2251216.962375164,-2251216.962375164,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_2/scipy_1,MATCH
3_data_25000,1e-2,data_2,2,-2253845.124667287,-2253845.124667287,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_2/scipy_2,MATCH
3_data_25000,1e-2,data_2,3,-2254500.031755686,-2254500.031755686,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_2/scipy_3,MATCH
3_data_25000,1e-2,data_2,4,-2254092.8002769947,-2254092.8002769947,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_2/scipy_4,MATCH
3_data_25000,1e-2,data_2,5,-2257588.2235639095,-2257588.2235639095,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_2/scipy_5,MATCH
3_data_25000,1e-2,data_3,1,-2288567.609574795,-2288567.609574795,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_3/scipy_1,MATCH
3_data_25000,1e-2,data_3,2,-2289711.379731059,-2289711.379731059,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_3/scipy_2,MATCH
3_data_25000,1e-2,data_3,3,-2289738.6134001017,-2289738.6134001017,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_3/scipy_3,MATCH
3_data_25000,1e-2,data_3,4,-2300070.7587809563,-2300070.7587809563,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_3/scipy_4,MATCH
3_data_25000,1e-2,data_3,5,-2290770.427857876,-2290770.427857876,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_3/scipy_5,MATCH
3_data_25000,1e-2,data_4,1,-2294895.2298494577,-2294895.2298494577,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_4/scipy_1,MATCH
3_data_25000,1e-2,data_4,2,-2284398.8969134092,-2284398.8969134092,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_4/scipy_2,MATCH
3_data_25000,1e-2,data_4,3,-2286869.0743641853,-2286869.0743641853,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_4/scipy_3,MATCH
3_data_25000,1e-2,data_4,4,-2291768.017252207,-2291768.017252207,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_4/scipy_4,MATCH
3_data_25000,1e-2,data_4,5,-2290608.014949441,-2290608.014949441,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_4/scipy_5,MATCH
3_data_25000,1e-2,data_5,1,-2296145.7899968624,-2296145.7899968624,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_5/scipy_1,MATCH
3_data_25000,1e-2,data_5,2,-2295891.900371313,-2295891.900371313,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_5/scipy_2,MATCH
3_data_25000,1e-2,data_5,3,-2299805.0470113754,-2299805.0470113754,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_5/scipy_3,MATCH
3_data_25000,1e-2,data_5,4,-2304418.2683678865,-2304418.2683678865,0.0,../1_solve/solution/3_data_25000/thr_1e-2/data_5/scipy_4,MATCH
