data_folder,threshold,data_id,seed,pytorch_verified_energy,jax_reported_energy,energy_difference,jax_result_file,status
1_data_1000,1e-3,data_5,3,-18488.169921875,-18488.17022871971,0.00030684471130371094,../1_solve/solution/1_data_1000/thr_1e-3/data_5/jax_3,MATCH
1_data_1000,1e-3,data_5,4,-18735.896484375,-18735.896101474762,-0.0003829002380371094,../1_solve/solution/1_data_1000/thr_1e-3/data_5/jax_4,MATCH
1_data_1000,1e-3,data_5,5,-18521.14453125,-18521.145407676697,0.0008764266967773438,../1_solve/solution/1_data_1000/thr_1e-3/data_5/jax_5,MATCH
1_data_1000,1e-4,data_1,1,-19746.48046875,-19746.48058640957,0.0001176595687866211,../1_solve/solution/1_data_1000/thr_1e-4/data_1/jax_1,MATCH
1_data_1000,1e-4,data_1,2,-19567.8515625,-19567.853257775307,0.0016952753067016602,../1_solve/solution/1_data_1000/thr_1e-4/data_1/jax_2,MATCH
1_data_1000,1e-4,data_1,3,-19792.44140625,-19792.441558122635,0.0001518726348876953,../1_solve/solution/1_data_1000/thr_1e-4/data_1/jax_3,MATCH
1_data_1000,1e-4,data_1,4,-19714.314453125,-19714.313341617584,-0.0011115074157714844,../1_solve/solution/1_data_1000/thr_1e-4/data_1/jax_4,MATCH
1_data_1000,1e-4,data_1,5,-19766.296875,-19766.297207713127,0.00033271312713623047,../1_solve/solution/1_data_1000/thr_1e-4/data_1/jax_5,MATCH
1_data_1000,1e-4,data_2,1,-18878.421875,-18878.421483039856,-0.00039196014404296875,../1_solve/solution/1_data_1000/thr_1e-4/data_2/jax_1,MATCH
1_data_1000,1e-4,data_2,2,-18965.34375,-18965.34194600582,-0.0018039941787719727,../1_solve/solution/1_data_1000/thr_1e-4/data_2/jax_2,MATCH
1_data_1000,1e-4,data_2,3,-19052.125,-19052.12455224991,-0.0004477500915527344,../1_solve/solution/1_data_1000/thr_1e-4/data_2/jax_3,MATCH
1_data_1000,1e-4,data_2,4,-19059.60546875,-19059.605250597,-0.0002181529998779297,../1_solve/solution/1_data_1000/thr_1e-4/data_2/jax_4,MATCH
1_data_1000,1e-4,data_2,5,-19005.3125,-19005.31256735325,6.73532485961914e-05,../1_solve/solution/1_data_1000/thr_1e-4/data_2/jax_5,MATCH
1_data_1000,1e-4,data_3,1,-19546.5546875,-19546.55483341217,0.00014591217041015625,../1_solve/solution/1_data_1000/thr_1e-4/data_3/jax_1,MATCH
1_data_1000,1e-4,data_3,2,-19477.83984375,-19477.84002351761,0.00017976760864257812,../1_solve/solution/1_data_1000/thr_1e-4/data_3/jax_2,MATCH
1_data_1000,1e-4,data_3,3,-19539.1171875,-19539.118880987167,0.0016934871673583984,../1_solve/solution/1_data_1000/thr_1e-4/data_3/jax_3,MATCH
1_data_1000,1e-4,data_3,4,-19513.87890625,-19513.88104057312,0.0021343231201171875,../1_solve/solution/1_data_1000/thr_1e-4/data_3/jax_4,MATCH
1_data_1000,1e-4,data_3,5,-19492.462890625,-19492.463299393654,0.0004087686538696289,../1_solve/solution/1_data_1000/thr_1e-4/data_3/jax_5,MATCH
1_data_1000,1e-4,data_4,1,-20745.146484375,-20745.146192908287,-0.00029146671295166016,../1_solve/solution/1_data_1000/thr_1e-4/data_4/jax_1,MATCH
1_data_1000,1e-4,data_4,2,-20698.33203125,-20698.332518577576,0.00048732757568359375,../1_solve/solution/1_data_1000/thr_1e-4/data_4/jax_2,MATCH
1_data_1000,1e-4,data_4,3,-20674.779296875,-20674.77897489071,-0.00032198429107666016,../1_solve/solution/1_data_1000/thr_1e-4/data_4/jax_3,MATCH
1_data_1000,1e-4,data_4,4,-20818.0859375,-20818.085929632187,-7.867813110351562e-06,../1_solve/solution/1_data_1000/thr_1e-4/data_4/jax_4,MATCH
1_data_1000,1e-4,data_4,5,-20658.95703125,-20658.957000732422,-3.0517578125e-05,../1_solve/solution/1_data_1000/thr_1e-4/data_4/jax_5,MATCH
1_data_1000,1e-4,data_5,1,-18646.6640625,-18646.6638122797,-0.00025022029876708984,../1_solve/solution/1_data_1000/thr_1e-4/data_5/jax_1,MATCH
1_data_1000,1e-4,data_5,2,-18738.279296875,-18738.279483914375,0.00018703937530517578,../1_solve/solution/1_data_1000/thr_1e-4/data_5/jax_2,MATCH
1_data_1000,1e-4,data_5,3,-18736.91015625,-18736.911080241203,0.0009239912033081055,../1_solve/solution/1_data_1000/thr_1e-4/data_5/jax_3,MATCH
1_data_1000,1e-4,data_5,4,-18738.14453125,-18738.146018385887,0.001487135887145996,../1_solve/solution/1_data_1000/thr_1e-4/data_5/jax_4,MATCH
1_data_1000,1e-4,data_5,5,-18720.7734375,-18720.773032665253,-0.0004048347473144531,../1_solve/solution/1_data_1000/thr_1e-4/data_5/jax_5,MATCH
1_data_1000,1e-5,data_1,1,-19757.138671875,-19757.138177275658,-0.0004945993423461914,../1_solve/solution/1_data_1000/thr_1e-5/data_1/jax_1,MATCH
1_data_1000,1e-5,data_1,2,-19624.302734375,-19624.303317546844,0.0005831718444824219,../1_solve/solution/1_data_1000/thr_1e-5/data_1/jax_2,MATCH
1_data_1000,1e-5,data_1,3,-19792.44140625,-19792.441558122635,0.0001518726348876953,../1_solve/solution/1_data_1000/thr_1e-5/data_1/jax_3,MATCH
1_data_1000,1e-5,data_1,4,-19815.30859375,-19815.308244109154,-0.0003496408462524414,../1_solve/solution/1_data_1000/thr_1e-5/data_1/jax_4,MATCH
1_data_1000,1e-5,data_1,5,-19854.38671875,-19854.38736617565,0.000647425651550293,../1_solve/solution/1_data_1000/thr_1e-5/data_1/jax_5,MATCH
1_data_1000,1e-5,data_2,1,-19084.919921875,-19084.91996240616,4.0531158447265625e-05,../1_solve/solution/1_data_1000/thr_1e-5/data_2/jax_1,MATCH
1_data_1000,1e-5,data_2,2,-19012.609375,-19012.607289791107,-0.0020852088928222656,../1_solve/solution/1_data_1000/thr_1e-5/data_2/jax_2,MATCH
1_data_1000,1e-5,data_2,3,-19106.474609375,-19106.47553884983,0.0009294748306274414,../1_solve/solution/1_data_1000/thr_1e-5/data_2/jax_3,MATCH
1_data_1000,1e-5,data_2,4,-19131.0390625,-19131.038929462433,-0.00013303756713867188,../1_solve/solution/1_data_1000/thr_1e-5/data_2/jax_4,MATCH
1_data_1000,1e-5,data_2,5,-19081.2421875,-19081.243072628975,0.0008851289749145508,../1_solve/solution/1_data_1000/thr_1e-5/data_2/jax_5,MATCH
1_data_1000,1e-5,data_3,1,-19583.265625,-19583.26422536373,-0.0013996362686157227,../1_solve/solution/1_data_1000/thr_1e-5/data_3/jax_1,MATCH
1_data_1000,1e-5,data_3,2,-19477.83984375,-19477.84002351761,0.00017976760864257812,../1_solve/solution/1_data_1000/thr_1e-5/data_3/jax_2,MATCH
1_data_1000,1e-5,data_3,3,-19539.216796875,-19539.218119621277,0.0013227462768554688,../1_solve/solution/1_data_1000/thr_1e-5/data_3/jax_3,MATCH
1_data_1000,1e-5,data_3,4,-19518.7578125,-19518.755280017853,-0.002532482147216797,../1_solve/solution/1_data_1000/thr_1e-5/data_3/jax_4,MATCH
1_data_1000,1e-5,data_3,5,-19498.5390625,-19498.540063619614,0.001001119613647461,../1_solve/solution/1_data_1000/thr_1e-5/data_3/jax_5,MATCH
1_data_1000,1e-5,data_4,1,-20796.255859375,-20796.256019711494,0.00016033649444580078,../1_solve/solution/1_data_1000/thr_1e-5/data_4/jax_1,MATCH
1_data_1000,1e-5,data_4,2,-20768.8515625,-20768.85131573677,-0.0002467632293701172,../1_solve/solution/1_data_1000/thr_1e-5/data_4/jax_2,MATCH
1_data_1000,1e-5,data_4,3,-20821.265625,-20821.265287280083,-0.0003377199172973633,../1_solve/solution/1_data_1000/thr_1e-5/data_4/jax_3,MATCH
1_data_1000,1e-5,data_4,4,-20846.35546875,-20846.355573415756,0.00010466575622558594,../1_solve/solution/1_data_1000/thr_1e-5/data_4/jax_4,MATCH
1_data_1000,1e-5,data_4,5,-20794.5859375,-20794.58540868759,-0.0005288124084472656,../1_solve/solution/1_data_1000/thr_1e-5/data_4/jax_5,MATCH
1_data_1000,1e-5,data_5,1,-18791.119140625,-18791.118995189667,-0.00014543533325195312,../1_solve/solution/1_data_1000/thr_1e-5/data_5/jax_1,MATCH
1_data_1000,1e-5,data_5,2,-18782.1796875,-18782.178879141808,-0.0008083581924438477,../1_solve/solution/1_data_1000/thr_1e-5/data_5/jax_2,MATCH
1_data_1000,1e-5,data_5,3,-18772.916015625,-18772.916067242622,5.161762237548828e-05,../1_solve/solution/1_data_1000/thr_1e-5/data_5/jax_3,MATCH
1_data_1000,1e-5,data_5,4,-18793.775390625,-18793.776437044144,0.0010464191436767578,../1_solve/solution/1_data_1000/thr_1e-5/data_5/jax_4,MATCH
1_data_1000,1e-5,data_5,5,-18856.873046875,-18856.873075962067,2.9087066650390625e-05,../1_solve/solution/1_data_1000/thr_1e-5/data_5/jax_5,MATCH
1_data_1000,1e-6,data_1,1,-19765.498046875,-19765.498158335686,0.00011146068572998047,../1_solve/solution/1_data_1000/thr_1e-6/data_1/jax_1,MATCH
1_data_1000,1e-6,data_1,2,-19624.302734375,-19624.303317546844,0.0005831718444824219,../1_solve/solution/1_data_1000/thr_1e-6/data_1/jax_2,MATCH
1_data_1000,1e-6,data_1,3,-19792.44140625,-19792.441558122635,0.0001518726348876953,../1_solve/solution/1_data_1000/thr_1e-6/data_1/jax_3,MATCH
1_data_1000,1e-6,data_1,4,-19827.03515625,-19827.033360004425,-0.0017962455749511719,../1_solve/solution/1_data_1000/thr_1e-6/data_1/jax_4,MATCH
1_data_1000,1e-6,data_1,5,-19854.38671875,-19854.38736617565,0.000647425651550293,../1_solve/solution/1_data_1000/thr_1e-6/data_1/jax_5,MATCH
1_data_1000,1e-6,data_2,1,-19084.919921875,-19084.91996240616,4.0531158447265625e-05,../1_solve/solution/1_data_1000/thr_1e-6/data_2/jax_1,MATCH
1_data_1000,1e-6,data_2,2,-19024.09765625,-19024.09789299965,0.00023674964904785156,../1_solve/solution/1_data_1000/thr_1e-6/data_2/jax_2,MATCH
1_data_1000,1e-6,data_2,3,-19106.474609375,-19106.47553884983,0.0009294748306274414,../1_solve/solution/1_data_1000/thr_1e-6/data_2/jax_3,MATCH
1_data_1000,1e-6,data_2,4,-19130.4609375,-19130.46209669113,0.0011591911315917969,../1_solve/solution/1_data_1000/thr_1e-6/data_2/jax_4,MATCH
1_data_1000,1e-6,data_2,5,-19097.349609375,-19097.34921658039,-0.0003927946090698242,../1_solve/solution/1_data_1000/thr_1e-6/data_2/jax_5,MATCH
1_data_1000,1e-6,data_3,1,-19605.943359375,-19605.94373178482,0.0003724098205566406,../1_solve/solution/1_data_1000/thr_1e-6/data_3/jax_1,MATCH
1_data_1000,1e-6,data_3,2,-19567.82421875,-19567.824288845062,7.009506225585938e-05,../1_solve/solution/1_data_1000/thr_1e-6/data_3/jax_2,MATCH
1_data_1000,1e-6,data_3,3,-19533.51953125,-19533.519887328148,0.0003560781478881836,../1_solve/solution/1_data_1000/thr_1e-6/data_3/jax_3,MATCH
1_data_1000,1e-6,data_3,4,-19519.05859375,-19519.05703651905,-0.0015572309494018555,../1_solve/solution/1_data_1000/thr_1e-6/data_3/jax_4,MATCH
1_data_1000,1e-6,data_3,5,-19646.435546875,-19646.435436606407,-0.00011026859283447266,../1_solve/solution/1_data_1000/thr_1e-6/data_3/jax_5,MATCH
1_data_1000,1e-6,data_4,1,-20796.255859375,-20796.256019711494,0.00016033649444580078,../1_solve/solution/1_data_1000/thr_1e-6/data_4/jax_1,MATCH
1_data_1000,1e-6,data_4,2,-20779.82421875,-20779.823724746704,-0.0004940032958984375,../1_solve/solution/1_data_1000/thr_1e-6/data_4/jax_2,MATCH
1_data_1000,1e-6,data_4,3,-20846.142578125,-20846.141718149185,-0.0008599758148193359,../1_solve/solution/1_data_1000/thr_1e-6/data_4/jax_3,MATCH
1_data_1000,1e-6,data_4,4,-20846.35546875,-20846.355573415756,0.00010466575622558594,../1_solve/solution/1_data_1000/thr_1e-6/data_4/jax_4,MATCH
1_data_1000,1e-6,data_4,5,-20794.6484375,-20794.648823976517,0.0003864765167236328,../1_solve/solution/1_data_1000/thr_1e-6/data_4/jax_5,MATCH
1_data_1000,1e-6,data_5,1,-18791.119140625,-18791.118995189667,-0.00014543533325195312,../1_solve/solution/1_data_1000/thr_1e-6/data_5/jax_1,MATCH
1_data_1000,1e-6,data_5,2,-18868.693359375,-18868.692687869072,-0.0006715059280395508,../1_solve/solution/1_data_1000/thr_1e-6/data_5/jax_2,MATCH
1_data_1000,1e-6,data_5,3,-18796.53515625,-18796.53561604023,0.0004597902297973633,../1_solve/solution/1_data_1000/thr_1e-6/data_5/jax_3,MATCH
1_data_1000,1e-6,data_5,4,-18842.68359375,-18842.684163451195,0.0005697011947631836,../1_solve/solution/1_data_1000/thr_1e-6/data_5/jax_4,MATCH
1_data_1000,1e-6,data_5,5,-18856.873046875,-18856.873075962067,2.9087066650390625e-05,../1_solve/solution/1_data_1000/thr_1e-6/data_5/jax_5,MATCH
2_data_6000,1e-1,data_1,1,-268286.875,-268286.8673198223,-0.007680177688598633,../1_solve/solution/2_data_6000/thr_1e-1/data_1/jax_1,MATCH
2_data_6000,1e-1,data_1,2,-267285.4375,-267285.4298760891,-0.007623910903930664,../1_solve/solution/2_data_6000/thr_1e-1/data_1/jax_2,MATCH
2_data_6000,1e-1,data_1,3,-267841.8125,-267841.81111729145,-0.0013827085494995117,../1_solve/solution/2_data_6000/thr_1e-1/data_1/jax_3,MATCH
2_data_6000,1e-1,data_1,4,-268173.46875,-268173.4807264805,0.011976480484008789,../1_solve/solution/2_data_6000/thr_1e-1/data_1/jax_4,MATCH
2_data_6000,1e-1,data_1,5,-268353.75,-268353.76688849926,0.01688849925994873,../1_solve/solution/2_data_6000/thr_1e-1/data_1/jax_5,MATCH
2_data_6000,1e-1,data_2,1,-271023.96875,-271023.9749959707,0.006245970726013184,../1_solve/solution/2_data_6000/thr_1e-1/data_2/jax_1,MATCH
2_data_6000,1e-1,data_2,2,-269863.5625,-269863.56717562675,0.004675626754760742,../1_solve/solution/2_data_6000/thr_1e-1/data_2/jax_2,MATCH
2_data_6000,1e-1,data_2,3,-268731.9375,-268731.916058898,-0.021441102027893066,../1_solve/solution/2_data_6000/thr_1e-1/data_2/jax_3,MATCH
2_data_6000,1e-1,data_2,4,-270947.53125,-270947.5259183645,-0.005331635475158691,../1_solve/solution/2_data_6000/thr_1e-1/data_2/jax_4,MATCH
2_data_6000,1e-1,data_2,5,-269543.625,-269543.6304472685,0.005447268486022949,../1_solve/solution/2_data_6000/thr_1e-1/data_2/jax_5,MATCH
2_data_6000,1e-1,data_3,1,-270959.1875,-270959.1703644991,-0.01713550090789795,../1_solve/solution/2_data_6000/thr_1e-1/data_3/jax_1,MATCH
2_data_6000,1e-1,data_3,2,-272138.375,-272138.37145757675,-0.0035424232482910156,../1_solve/solution/2_data_6000/thr_1e-1/data_3/jax_2,MATCH
2_data_6000,1e-1,data_3,3,-271896.6875,-271896.65550661087,-0.03199338912963867,../1_solve/solution/2_data_6000/thr_1e-1/data_3/jax_3,MATCH
2_data_6000,1e-1,data_3,4,-273324.625,-273324.6220420599,-0.002957940101623535,../1_solve/solution/2_data_6000/thr_1e-1/data_3/jax_4,MATCH
2_data_6000,1e-1,data_3,5,-271907.6875,-271907.6672312021,-0.020268797874450684,../1_solve/solution/2_data_6000/thr_1e-1/data_3/jax_5,MATCH
2_data_6000,1e-1,data_4,1,-262809.0625,-262809.0434985161,-0.019001483917236328,../1_solve/solution/2_data_6000/thr_1e-1/data_4/jax_1,MATCH
